University Name,LOGO,University Detail 
Murdoch University,http://www.shanghairanking.com/_uni/logo/1d330a5dc.png,http://www.shanghairanking.com/institution/murdoch-university
Nanjing University of Information Science and Technology,http://www.shanghairanking.com/_uni/logo/59759082.png,http://www.shanghairanking.com/institution/nanjing-university-of-information-science-technology
National Tsing Hua University,http://www.shanghairanking.com/_uni/logo/c981ecb43.png,http://www.shanghairanking.com/institution/national-tsing-hua-university
National University of Malaysia,http://www.shanghairanking.com/_uni/logo/726ce2d63.png,http://www.shanghairanking.com/institution/national-university-of-malaysia
National Yang Ming Chiao Tung University,http://www.shanghairanking.com/_uni/logo/767be177f.png,http://www.shanghairanking.com/institution/national-yang-ming-chiao-tung-university
Northwest A&F University,http://www.shanghairanking.com/_uni/logo/25536937.png,http://www.shanghairanking.com/institution/northwest-a-f-university
Okayama University,http://www.shanghairanking.com/_uni/logo-jpg/a6b73044f00.jpg,http://www.shanghairanking.com/institution/okayama-university
Polytechnic University of Valencia,http://www.shanghairanking.com/_uni/logo-jpg/87bf0c60700.jpg,http://www.shanghairanking.com/institution/polytechnic-university-of-valencia
Qingdao University,http://www.shanghairanking.com/_uni/logo/17947921.png,http://www.shanghairanking.com/institution/qingdao-university
Rensselaer Polytechnic Institute,http://www.shanghairanking.com/_uni/logo/a2faf8830.png,http://www.shanghairanking.com/institution/rensselaer-polytechnic-institute
Sejong University,http://www.shanghairanking.com/_uni/logo/3b3db803b.png,http://www.shanghairanking.com/institution/sejong-university
Shandong University of Science and Technology,http://www.shanghairanking.com/_uni/logo/69243726.png,http://www.shanghairanking.com/institution/shandong-university-of-science-and-technology
Southern Medical University,http://www.shanghairanking.com/_uni/logo/17740872.png,http://www.shanghairanking.com/institution/southern-medical-university
Stellenbosch University,http://www.shanghairanking.com/_uni/logo/03915c560.png,http://www.shanghairanking.com/institution/stellenbosch-university
Stockholm School of Economics,http://www.shanghairanking.com/_uni/logo/fefeec3fc.png,http://www.shanghairanking.com/institution/stockholm-school-of-economics
Taif University,http://www.shanghairanking.com/_uni/logo/df754d166.png,http://www.shanghairanking.com/institution/taif-university
Tampere University,http://www.shanghairanking.com/_uni/logo/49b7356c0.png,http://www.shanghairanking.com/institution/tampere-university
Technical University Darmstadt,http://www.shanghairanking.com/_uni/logo/a35de2656.png,http://www.shanghairanking.com/institution/technical-university-darmstadt
Tehran University of Medical Sciences,http://www.shanghairanking.com/_uni/logo/01b4294bc.png,http://www.shanghairanking.com/institution/tehran-university-of-medical-sciences
Temple University,http://www.shanghairanking.com/_uni/logo/dce115cfb.png,http://www.shanghairanking.com/institution/temple-university
Texas Tech University,http://www.shanghairanking.com/_uni/logo/7872132b9.png,http://www.shanghairanking.com/institution/texas-tech-university
The City College of New York,http://www.shanghairanking.com/_uni/logo/aa0b8f631.png,http://www.shanghairanking.com/institution/the-city-college-of-new-york
The University of Texas at San Antonio,http://www.shanghairanking.com/_uni/logo/0b2ad8713.png,http://www.shanghairanking.com/institution/the-university-of-texas-at-san-antonio
The University of Texas Health Science Center at San Antonio,http://www.shanghairanking.com/_uni/logo-jpg/86d630cf700.jpg,http://www.shanghairanking.com/institution/the-university-of-texas-health-science-center-at-san-antonio
The University of Texas Medical Branch at Galveston,http://www.shanghairanking.com/_uni/logo/8cf0f7193.png,http://www.shanghairanking.com/institution/the-university-of-texas-medical-branch-at-galveston
UNESP,http://www.shanghairanking.com/_uni/logo/26a725267.png,http://www.shanghairanking.com/institution/unesp
University of Aveiro,http://www.shanghairanking.com/_uni/logo/bd2ce4300.png,http://www.shanghairanking.com/institution/university-of-aveiro
University of Bari,http://www.shanghairanking.com/_uni/logo/aa3bcf6b9.png,http://www.shanghairanking.com/institution/university-of-bari
University of Bath,http://www.shanghairanking.com/_uni/logo/d94237204.png,http://www.shanghairanking.com/institution/university-of-bath
University of Belgrade,http://www.shanghairanking.com/_uni/logo/cc21573e5.png,http://www.shanghairanking.com/institution/university-of-belgrade
"University of California, Merced",http://www.shanghairanking.com/_uni/logo/1282f8c2b.png,http://www.shanghairanking.com/institution/university-of-california-merced
University of Canterbury,http://www.shanghairanking.com/_uni/logo/7717286a5.png,http://www.shanghairanking.com/institution/university-of-canterbury
University of Chile,http://www.shanghairanking.com/_uni/logo/adca05d09.png,http://www.shanghairanking.com/institution/university-of-chile
University of Essex,http://www.shanghairanking.com/_uni/logo/1eaab60d0.png,http://www.shanghairanking.com/institution/university-of-essex
University of Guelph,http://www.shanghairanking.com/_uni/logo/a21571dd0.png,http://www.shanghairanking.com/institution/university-of-guelph
University of Jena,http://www.shanghairanking.com/_uni/logo/8e04e3dbe.png,http://www.shanghairanking.com/institution/university-of-jena
University of Johannesburg,http://www.shanghairanking.com/_uni/logo/b1ecd730f.png,http://www.shanghairanking.com/institution/university-of-johannesburg
University of Kent,http://www.shanghairanking.com/_uni/logo/78ab7d41a.png,http://www.shanghairanking.com/institution/university-of-kent
University of Ljubljana,http://www.shanghairanking.com/_uni/logo/80e7fc5ba.png,http://www.shanghairanking.com/institution/university-of-ljubljana
University of Macau,http://www.shanghairanking.com/_uni/logo/b1acc8660.png,http://www.shanghairanking.com/institution/university-of-macau
University of Maine,http://www.shanghairanking.com/_uni/logo/960e9c1c7.png,http://www.shanghairanking.com/institution/university-of-maine
University of Marburg,http://www.shanghairanking.com/_uni/logo/56c888eab.png,http://www.shanghairanking.com/institution/university-of-marburg
University of Minho,http://www.shanghairanking.com/_uni/logo/09c565a13.png,http://www.shanghairanking.com/institution/university-of-minho
"University of Natural Resources and Life Sciences, Vienna",http://www.shanghairanking.com/_uni/logo/a669e9a9f.png,http://www.shanghairanking.com/institution/university-of-natural-resources-and-life-sciences-vienna
University of North Texas,http://www.shanghairanking.com/_uni/logo/3d568898f.png,http://www.shanghairanking.com/institution/university-of-north-texas
University of Oulu,http://www.shanghairanking.com/_uni/logo-jpg/41dee26eb00.jpg,http://www.shanghairanking.com/institution/university-of-oulu
University of Pavia,http://www.shanghairanking.com/_uni/logo/2e32ad78d.png,http://www.shanghairanking.com/institution/university-of-pavia
University of Perugia,http://www.shanghairanking.com/_uni/logo/561680e16.png,http://www.shanghairanking.com/institution/university-of-perugia
University of Potsdam,http://www.shanghairanking.com/_uni/logo/60edfdb94.png,http://www.shanghairanking.com/institution/university-of-potsdam
University of Pretoria,http://www.shanghairanking.com/_uni/logo/b34a89037.png,http://www.shanghairanking.com/institution/university-of-pretoria
University of Regensburg,http://www.shanghairanking.com/_uni/logo/f1e40e83c.png,http://www.shanghairanking.com/institution/university-of-regensburg
University of Santiago Compostela,http://www.shanghairanking.com/_uni/logo/34c4152c0.png,http://www.shanghairanking.com/institution/university-of-santiago-compostela
University of Seville,http://www.shanghairanking.com/_uni/logo/d4fff047e.png,http://www.shanghairanking.com/institution/university-of-seville
University of South Carolina - Columbia,http://www.shanghairanking.com/_uni/logo/04f169eee.png,http://www.shanghairanking.com/institution/university-of-south-carolina-columbia-1
University of Strathclyde,http://www.shanghairanking.com/_uni/logo/ef4e282ee.png,http://www.shanghairanking.com/institution/university-of-strathclyde
University of Trento,http://www.shanghairanking.com/_uni/logo-jpg/7c172b72800.jpg,http://www.shanghairanking.com/institution/university-of-trento
University of Turku,http://www.shanghairanking.com/_uni/logo/16955298c.png,http://www.shanghairanking.com/institution/university-of-turku
University of Twente,http://www.shanghairanking.com/_uni/logo/e076f188c.png,http://www.shanghairanking.com/institution/university-of-twente
University of Vermont,http://www.shanghairanking.com/_uni/logo/18f55f0bd.png,http://www.shanghairanking.com/institution/university-of-vermont
University of Warsaw,http://www.shanghairanking.com/_uni/logo/d42f67232.png,http://www.shanghairanking.com/institution/university-of-warsaw
University of York,http://www.shanghairanking.com/_uni/logo/37e99d3e3.png,http://www.shanghairanking.com/institution/university-of-york
University of Zagreb,http://www.shanghairanking.com/_uni/logo/e5217fb84.png,http://www.shanghairanking.com/institution/university-of-zagreb
Utah State University,http://www.shanghairanking.com/_uni/logo/6a8b4ebd9.png,http://www.shanghairanking.com/institution/utah-state-university
Victoria University of Wellington,http://www.shanghairanking.com/_uni/logo/74ea13be8.png,http://www.shanghairanking.com/institution/victoria-university-of-wellington
Vita-Salute San Raffaele University,http://www.shanghairanking.com/_uni/logo/d55cdc273.png,http://www.shanghairanking.com/institution/vita-salute-san-raffaele-university
West Virginia University,http://www.shanghairanking.com/_uni/logo/18ead989c.png,http://www.shanghairanking.com/institution/west-virginia-university
Yangzhou University,http://www.shanghairanking.com/_uni/logo/61656418.png,http://www.shanghairanking.com/institution/yangzhou-university
York University,http://www.shanghairanking.com/_uni/logo/eab17c4cf.png,http://www.shanghairanking.com/institution/york-university
Zhejiang University of Technology,http://www.shanghairanking.com/_uni/logo/19897860.png,http://www.shanghairanking.com/institution/zhejiang-university-of-technology
Alexandria University,http://www.shanghairanking.com/_uni/logo-jpg/1c2ac8c9400.jpg,http://www.shanghairanking.com/institution/alexandria-university
Aristotle University of Thessaloniki,http://www.shanghairanking.com/_uni/logo/ab4c53b55.png,http://www.shanghairanking.com/institution/aristotle-university-of-thessaloniki
Asia University,http://www.shanghairanking.com/_uni/logo/52e499338.png,http://www.shanghairanking.com/institution/asia-university
Auburn University,http://www.shanghairanking.com/_uni/logo/ae923d5df.png,http://www.shanghairanking.com/institution/auburn-university
Australian Catholic University,http://www.shanghairanking.com/_uni/logo/49b55bc8e.png,http://www.shanghairanking.com/institution/australian-catholic-university
Baylor University,http://www.shanghairanking.com/_uni/logo/231bcc96b.png,http://www.shanghairanking.com/institution/baylor-university
Beijing Jiaotong University,http://www.shanghairanking.com/_uni/logo/60987143.png,http://www.shanghairanking.com/institution/beijing-jiaotong-university
Brescia University,http://www.shanghairanking.com/_uni/logo/729a1f84b.png,http://www.shanghairanking.com/institution/brescia-university
Carleton University,http://www.shanghairanking.com/_uni/logo/3243bfc6e.png,http://www.shanghairanking.com/institution/carleton-university
China University of Petroleum - Beijing,http://www.shanghairanking.com/_uni/logo-jpg/6662428200.jpg,http://www.shanghairanking.com/institution/china-university-of-petroleum-beijing
Chonnam National University,http://www.shanghairanking.com/_uni/logo/0ce486d80.png,http://www.shanghairanking.com/institution/chonnam-national-university
Chulalongkorn University,http://www.shanghairanking.com/_uni/logo/45c4aa6d2.png,http://www.shanghairanking.com/institution/chulalongkorn-university
COMSATS University Islamabad,http://www.shanghairanking.com/_uni/logo-jpg/c7ec5196f00.jpg,http://www.shanghairanking.com/institution/comsats-university-islamabad
Concordia University,http://www.shanghairanking.com/_uni/logo/bb19a48f5.png,http://www.shanghairanking.com/institution/concordia-university
Duke-NUS Medical School,http://www.shanghairanking.com/_uni/logo/813bce0e7.png,http://www.shanghairanking.com/institution/duke-nus-medical-school
Georgia State University,http://www.shanghairanking.com/_uni/logo/5dbb5050e.png,http://www.shanghairanking.com/institution/georgia-state-university
Guangxi University,http://www.shanghairanking.com/_uni/logo/22864185.png,http://www.shanghairanking.com/institution/guangxi-university
Guangzhou Medical University,http://www.shanghairanking.com/_uni/logo/60473289.png,http://www.shanghairanking.com/institution/guangzhou-medical-university
Guangzhou University,http://www.shanghairanking.com/_uni/logo/65301006.png,http://www.shanghairanking.com/institution/guangzhou-university
Harbin Engineering University,http://www.shanghairanking.com/_uni/logo/86980791.png,http://www.shanghairanking.com/institution/harbin-engineering-university
Hefei University of Technology,http://www.shanghairanking.com/_uni/logo/55155531.png,http://www.shanghairanking.com/institution/hefei-university-of-technology
Henan University,http://www.shanghairanking.com/_uni/logo/80055117.png,http://www.shanghairanking.com/institution/henan-university
Hohai University,http://www.shanghairanking.com/_uni/logo/76817036.png,http://www.shanghairanking.com/institution/hohai-university
Iowa State University,http://www.shanghairanking.com/_uni/logo/7c94539cd.png,http://www.shanghairanking.com/institution/iowa-state-university
Kansas State University,http://www.shanghairanking.com/_uni/logo/76d9dd753.png,http://www.shanghairanking.com/institution/kansas-state-university
Leibniz University Hannover,http://www.shanghairanking.com/_uni/logo/1c84e8f45.png,http://www.shanghairanking.com/institution/leibniz-university-hannover
Macau University of Science and Technology,http://www.shanghairanking.com/_uni/logo/21c77ffb7.png,http://www.shanghairanking.com/institution/macau-university-of-science-and-technology
Medical University of Graz,http://www.shanghairanking.com/_uni/logo/e391440d1.png,http://www.shanghairanking.com/institution/medical-university-of-graz
Mississippi State University,http://www.shanghairanking.com/_uni/logo/e7e5add65.png,http://www.shanghairanking.com/institution/mississippi-state-university
Moscow Institute of Physics and Technology,http://www.shanghairanking.com/_uni/logo-jpg/efea2b6e500.jpg,http://www.shanghairanking.com/institution/moscow-institute-of-physics-and-technology
Nanjing Normal University,http://www.shanghairanking.com/_uni/logo/27072054.png,http://www.shanghairanking.com/institution/nanjing-normal-university
"National University of Ireland, Galway",http://www.shanghairanking.com/_uni/logo/94f753bbd.png,http://www.shanghairanking.com/institution/national-university-of-ireland-galway
Northern Arizona University,http://www.shanghairanking.com/_uni/logo/319ee8ecb.png,http://www.shanghairanking.com/institution/northern-arizona-university
Northwest University,http://www.shanghairanking.com/_uni/logo/15797720.png,http://www.shanghairanking.com/institution/northwest-university
NOVA University Lisbon,http://www.shanghairanking.com/_uni/logo/97301bf0b.png,http://www.shanghairanking.com/institution/nova-university-lisbon
Oklahoma State University,http://www.shanghairanking.com/_uni/logo/91ba5b49f.png,http://www.shanghairanking.com/institution/oklahoma-state-university
Pontifical Catholic University of Chile,http://www.shanghairanking.com/_uni/logo/3d8bbe26f.png,http://www.shanghairanking.com/institution/pontifical-catholic-university-of-chile
Pusan National University,http://www.shanghairanking.com/_uni/logo-jpg/05e77e46700.jpg,http://www.shanghairanking.com/institution/pusan-national-university
Qatar University,http://www.shanghairanking.com/_uni/logo/5dc87e8af.png,http://www.shanghairanking.com/institution/qatar-university
Renmin University of China,http://www.shanghairanking.com/_uni/logo/88617939.png,http://www.shanghairanking.com/institution/renmin-university-of-china
Rush University,http://www.shanghairanking.com/_uni/logo/7c8b443d8.png,http://www.shanghairanking.com/institution/rush-university
Saarland University,http://www.shanghairanking.com/_uni/logo/c7b3c689c.png,http://www.shanghairanking.com/institution/saarland-university
San Diego State University,http://www.shanghairanking.com/_uni/logo/e19bd5ec8.png,http://www.shanghairanking.com/institution/san-diego-state-university
Scuola Normale Superiore - Pisa,http://www.shanghairanking.com/_uni/logo-jpg/5ed9cf07300.jpg,http://www.shanghairanking.com/institution/scuola-normale-superiore-pisa
South China Agricultural University,http://www.shanghairanking.com/_uni/logo/90236014.png,http://www.shanghairanking.com/institution/south-china-agricultural-university
South China Normal University,http://www.shanghairanking.com/_uni/logo/47317168.png,http://www.shanghairanking.com/institution/south-china-normal-university
Southwest Jiaotong University,http://www.shanghairanking.com/_uni/logo/29218271.png,http://www.shanghairanking.com/institution/southwest-jiaotong-university
Southwest University,http://www.shanghairanking.com/_uni/logo/68012227.png,http://www.shanghairanking.com/institution/southwest-university
Southwestern University of Finance and Economics,http://www.shanghairanking.com/_uni/logo/84100177.png,http://www.shanghairanking.com/institution/southwestern-university-of-finance-and-economics
"St George's, University of London",http://www.shanghairanking.com/_uni/logo-jpg/510c6082100.jpg,http://www.shanghairanking.com/institution/st-georges-university-of-london
Swansea University,http://www.shanghairanking.com/_uni/logo/f42787c55.png,http://www.shanghairanking.com/institution/swansea-university
Tarbiat Modares University,http://www.shanghairanking.com/_uni/logo-jpg/8c9a1f9a900.jpg,http://www.shanghairanking.com/institution/tarbiat-modares-university
The University of New Mexico - Albuquerque,http://www.shanghairanking.com/_uni/logo/d7d1de5e4.png,http://www.shanghairanking.com/institution/the-university-of-new-mexico-albuquerque
Tianjin Medical University,http://www.shanghairanking.com/_uni/logo/48683228.png,http://www.shanghairanking.com/institution/tianjin-medical-university
Umea University,http://www.shanghairanking.com/_uni/logo/bb8830f26.png,http://www.shanghairanking.com/institution/umea-university
Università Della Svizzera Italiana,http://www.shanghairanking.com/_uni/logo/351d73d32.png,http://www.shanghairanking.com/institution/universit-della-svizzera-italiana
University of Alaska - Fairbanks,http://www.shanghairanking.com/_uni/logo/2e039f99b.png,http://www.shanghairanking.com/institution/university-of-alaska-fairbanks
University of Arkansas at Fayetteville,http://www.shanghairanking.com/_uni/logo/298ee7612.png,http://www.shanghairanking.com/institution/university-of-arkansas-at-fayetteville
University of Bremen,http://www.shanghairanking.com/_uni/logo/03ecf2289.png,http://www.shanghairanking.com/institution/university-of-bremen
University of Burgundy,http://www.shanghairanking.com/_uni/logo/8f9fd8dc3.png,http://www.shanghairanking.com/institution/university-of-burgundy
University of Catania,http://www.shanghairanking.com/_uni/logo/5482eede5.png,http://www.shanghairanking.com/institution/university-of-catania
University of Clermont Auvergne,http://www.shanghairanking.com/_uni/logo/84c2891bd.png,http://www.shanghairanking.com/institution/university-of-clermont-auvergne
University of Coimbra,http://www.shanghairanking.com/_uni/logo/7d6ada42c.png,http://www.shanghairanking.com/institution/university-of-coimbra
University of Côte d'Azur,http://www.shanghairanking.com/_uni/logo/9dd52c3a5.png,http://www.shanghairanking.com/institution/university-of-cte-dazur
University of Cyprus,http://www.shanghairanking.com/_uni/logo/32e474f47.png,http://www.shanghairanking.com/institution/university-of-cyprus
University of Fribourg,http://www.shanghairanking.com/_uni/logo/1c18d27a3.png,http://www.shanghairanking.com/institution/university-of-fribourg
University of Genoa,http://www.shanghairanking.com/_uni/logo-jpg/b93c9834100.jpg,http://www.shanghairanking.com/institution/university-of-genoa
University of Giessen,http://www.shanghairanking.com/_uni/logo-jpg/faa54a30300.jpg,http://www.shanghairanking.com/institution/university-of-giessen
University of Haifa,http://www.shanghairanking.com/_uni/logo/391929002.png,http://www.shanghairanking.com/institution/university-of-haifa
University of Konstanz,http://www.shanghairanking.com/_uni/logo/f7c03d40b.png,http://www.shanghairanking.com/institution/university-of-konstanz
University of KwaZulu-Natal,http://www.shanghairanking.com/_uni/logo/c071bca77.png,http://www.shanghairanking.com/institution/university-of-kwazulu-natal
University of Modena and Reggio Emilia,http://www.shanghairanking.com/_uni/logo-jpg/e939daacc00.jpg,http://www.shanghairanking.com/institution/university-of-modena-and-reggio-emilia
University of Navarra,http://www.shanghairanking.com/_uni/logo/cd6325eac.png,http://www.shanghairanking.com/institution/university-of-navarra
University of Nevada - Reno,http://www.shanghairanking.com/_uni/logo/90ef5381d.png,http://www.shanghairanking.com/institution/university-of-nevada-reno
University of New Hampshire,http://www.shanghairanking.com/_uni/logo/b88720b82.png,http://www.shanghairanking.com/institution/university-of-new-hampshire
University of Oklahoma - Norman,http://www.shanghairanking.com/_uni/logo/a09e217f8.png,http://www.shanghairanking.com/institution/university-of-oklahoma-norman
University of Palermo,http://www.shanghairanking.com/_uni/logo/9788bf08a.png,http://www.shanghairanking.com/institution/university-of-palermo
University of Parma,http://www.shanghairanking.com/_uni/logo-jpg/f7d68d11c00.jpg,http://www.shanghairanking.com/institution/university-of-parma
University of Plymouth,http://www.shanghairanking.com/_uni/logo/13cde6e5c.png,http://www.shanghairanking.com/institution/university-of-plymouth
University of Roma - Tor Vergata,http://www.shanghairanking.com/_uni/logo/71a9fac11.png,http://www.shanghairanking.com/institution/university-of-roma-tor-vergata
University of Rostock,http://www.shanghairanking.com/_uni/logo/d936760b9.png,http://www.shanghairanking.com/institution/university-of-rostock
University of Salamanca,http://www.shanghairanking.com/_uni/logo/6643f9877.png,http://www.shanghairanking.com/institution/university-of-salamanca
"University of Science, Malaysia",http://www.shanghairanking.com/_uni/logo-jpg/0bbca4da200.jpg,http://www.shanghairanking.com/institution/university-of-science-malaysia
University of Sherbrooke,http://www.shanghairanking.com/_uni/logo-jpg/5746e099100.jpg,http://www.shanghairanking.com/institution/university-of-sherbrooke
University of South Australia,http://www.shanghairanking.com/_uni/logo/5181997d8.png,http://www.shanghairanking.com/institution/university-of-south-australia
University of Southern Queensland,http://www.shanghairanking.com/_uni/logo/e3be14bad.png,http://www.shanghairanking.com/institution/university-of-southern-queensland
University of Tartu,http://www.shanghairanking.com/_uni/logo/d6c752216.png,http://www.shanghairanking.com/institution/university-of-tartu
University of Tromso,http://www.shanghairanking.com/_uni/logo/ad62116a7.png,http://www.shanghairanking.com/institution/university-of-tromso
University of Ulsan,http://www.shanghairanking.com/_uni/logo-jpg/4a4d71a2d00.jpg,http://www.shanghairanking.com/institution/university-of-ulsan
University of Verona,http://www.shanghairanking.com/_uni/logo-jpg/9ec9254a300.jpg,http://www.shanghairanking.com/institution/university-of-verona
University of Vigo,http://www.shanghairanking.com/_uni/logo-jpg/41326703500.jpg,http://www.shanghairanking.com/institution/university-of-vigo
University of Wyoming,http://www.shanghairanking.com/_uni/logo/23ff65b3f.png,http://www.shanghairanking.com/institution/university-of-wyoming
University of Zaragoza,http://www.shanghairanking.com/_uni/logo-jpg/46f672da900.jpg,http://www.shanghairanking.com/institution/university-of-zaragoza
Wake Forest University,http://www.shanghairanking.com/_uni/logo/1598033eb.png,http://www.shanghairanking.com/institution/wake-forest-university
Wayne State University,http://www.shanghairanking.com/_uni/logo/26c477d65.png,http://www.shanghairanking.com/institution/wayne-state-university
Wenzhou Medical University,http://www.shanghairanking.com/_uni/logo/83187141.png,http://www.shanghairanking.com/institution/wenzhou-medical-university
Xidian University,http://www.shanghairanking.com/_uni/logo/88267454.png,http://www.shanghairanking.com/institution/xidian-university
Yeungnam University,http://www.shanghairanking.com/_uni/logo/f65adb5e5.png,http://www.shanghairanking.com/institution/yeungnam-university
Yunnan University,http://www.shanghairanking.com/_uni/logo/31586909.png,http://www.shanghairanking.com/institution/yunnan-university
Zhejiang Normal University,http://www.shanghairanking.com/_uni/logo/34648327.png,http://www.shanghairanking.com/institution/zhejiang-normal-university
AGH University of Science and Technology,http://www.shanghairanking.com/_uni/logo/f67d4a423.png,http://www.shanghairanking.com/institution/agh-university-of-science-and-technology
Amirkabir University of Technology,http://www.shanghairanking.com/_uni/logo/e887320e3.png,http://www.shanghairanking.com/institution/amirkabir-university-of-technology
Anhui Medical University,http://www.shanghairanking.com/_uni/logo/55688137.png,http://www.shanghairanking.com/institution/anhui-medical-university
Anhui University,http://www.shanghairanking.com/_uni/logo/13378567.png,http://www.shanghairanking.com/institution/anhui-university
Bangor University,http://www.shanghairanking.com/_uni/logo-jpg/4920618e000.jpg,http://www.shanghairanking.com/institution/bangor-university
Beijing University of Posts and Telecommunications,http://www.shanghairanking.com/_uni/logo/15344334.png,http://www.shanghairanking.com/institution/beijing-university-of-posts-and-telecommunications
Binghamton University,http://www.shanghairanking.com/_uni/logo/2a4cfbe5c.png,http://www.shanghairanking.com/institution/binghamton-university
Brunel University,http://www.shanghairanking.com/_uni/logo/92f97cee2.png,http://www.shanghairanking.com/institution/brunel-university
Central China Normal University,http://www.shanghairanking.com/_uni/logo/58510682.png,http://www.shanghairanking.com/institution/central-china-normal-university
Chang'an University,http://www.shanghairanking.com/_uni/logo/22876250.png,http://www.shanghairanking.com/institution/changan-university
Chiba University,http://www.shanghairanking.com/_uni/logo/3a9c29fe2.png,http://www.shanghairanking.com/institution/chiba-university
China Medical University (Shenyang),http://www.shanghairanking.com/_uni/logo/87682693.png,http://www.shanghairanking.com/institution/china-medical-university-shenyang
Clemson University,http://www.shanghairanking.com/_uni/logo/a07c7ddc7.png,http://www.shanghairanking.com/institution/clemson-university
Copenhagen Business School,http://www.shanghairanking.com/_uni/logo/53722c4c3.png,http://www.shanghairanking.com/institution/copenhagen-business-school
Edith Cowan University,http://www.shanghairanking.com/_uni/logo/cb71e8dc7.png,http://www.shanghairanking.com/institution/edith-cowan-university
Eotvos Lorand University,http://www.shanghairanking.com/_uni/logo/1aed152b9.png,http://www.shanghairanking.com/institution/eotvos-lorand-university
Ewha Womans University,http://www.shanghairanking.com/_uni/logo/bd7393899.png,http://www.shanghairanking.com/institution/ewha-womans-university
Federal University of Parana,http://www.shanghairanking.com/_uni/logo/d81cc762d.png,http://www.shanghairanking.com/institution/federal-university-of-parana
Federal University of Sao Carlos,http://www.shanghairanking.com/_uni/logo/451958fbe.png,http://www.shanghairanking.com/institution/federal-university-of-sao-carlos
Federal University of Sao Paulo,http://www.shanghairanking.com/_uni/logo/f4b42a879.png,http://www.shanghairanking.com/institution/federal-university-of-sao-paulo
Federal University of Viçosa,http://www.shanghairanking.com/_uni/logo/389df2098.png,http://www.shanghairanking.com/institution/federal-university-of-viosa
Guizhou University,http://www.shanghairanking.com/_uni/logo/47002167.png,http://www.shanghairanking.com/institution/guizhou-university
Hacettepe University,http://www.shanghairanking.com/_uni/logo/2cc9b991d.png,http://www.shanghairanking.com/institution/hacettepe-university
Hangzhou Dianzi University,http://www.shanghairanking.com/_uni/logo/47982726.png,http://www.shanghairanking.com/institution/hangzhou-dianzi-university
Hasselt University,http://www.shanghairanking.com/_uni/logo/e1e2d8a2b.png,http://www.shanghairanking.com/institution/hasselt-university
Hong Kong Baptist University,http://www.shanghairanking.com/_uni/logo/a8fea0098.png,http://www.shanghairanking.com/institution/hong-kong-baptist-university
HSE University,http://www.shanghairanking.com/_uni/logo/6a8cdff3a.png,http://www.shanghairanking.com/institution/hse-university
Hunan Normal University,http://www.shanghairanking.com/_uni/logo/60718001.png,http://www.shanghairanking.com/institution/hunan-normal-university
INHA University,http://www.shanghairanking.com/_uni/logo/8cbf3f563.png,http://www.shanghairanking.com/institution/inha-university
Juntendo University,http://www.shanghairanking.com/_uni/logo-jpg/1fd69f0e000.jpg,http://www.shanghairanking.com/institution/juntendo-university
Kent State University,http://www.shanghairanking.com/_uni/logo/d11e987c0.png,http://www.shanghairanking.com/institution/kent-state-university
King Khalid University,http://www.shanghairanking.com/_uni/logo/1486b1d6a.png,http://www.shanghairanking.com/institution/king-khalid-university
Kitasato University,http://www.shanghairanking.com/_uni/logo-jpg/307b2b66c00.jpg,http://www.shanghairanking.com/institution/kitasato-university
Kunming University of Science and Technology,http://www.shanghairanking.com/_uni/logo/50829319.png,http://www.shanghairanking.com/institution/kunming-university-of-science-and-technology
Liverpool John Moores University,http://www.shanghairanking.com/_uni/logo-jpg/5ce5ca56c00.jpg,http://www.shanghairanking.com/institution/liverpool-john-moores-university
Mahidol University,http://www.shanghairanking.com/_uni/logo/4d0b8e15d.png,http://www.shanghairanking.com/institution/mahidol-university
Mansoura University,http://www.shanghairanking.com/_uni/logo-jpg/424a6c55e00.jpg,http://www.shanghairanking.com/institution/mansoura-university
Marche Polytechnic University,http://www.shanghairanking.com/_uni/logo/5c0e594b0.png,http://www.shanghairanking.com/institution/marche-polytechnic-university
Massey University,http://www.shanghairanking.com/_uni/logo/e2b89e96d.png,http://www.shanghairanking.com/institution/massey-university
Nanjing Forestry University,http://www.shanghairanking.com/_uni/logo/34561912.png,http://www.shanghairanking.com/institution/nanjing-forestry-university
Nanjing University of Posts and Telecommunications,http://www.shanghairanking.com/_uni/logo/19754745.png,http://www.shanghairanking.com/institution/nanjing-university-of-posts-and-telecommunications
National Polytechnic Institute,http://www.shanghairanking.com/_uni/logo/00e5ce236.png,http://www.shanghairanking.com/institution/national-polytechnic-institute
National Sun Yat-Sen University,http://www.shanghairanking.com/_uni/logo/d1665b066.png,http://www.shanghairanking.com/institution/national-sun-yat-sen-university
National University of Defense Technology,http://www.shanghairanking.com/_uni/logo/43010135.png,http://www.shanghairanking.com/institution/national-university-of-defense-technology
Naval Medical University,http://www.shanghairanking.com/_uni/logo/52521841.png,http://www.shanghairanking.com/institution/the-second-military-medical-university
Ningbo University,http://www.shanghairanking.com/_uni/logo/83052172.png,http://www.shanghairanking.com/institution/ningbo-university
Northumbria University,http://www.shanghairanking.com/_uni/logo/147f0f061.png,http://www.shanghairanking.com/institution/northumbria-university
North-West University,http://www.shanghairanking.com/_uni/logo-jpg/d187002b500.jpg,http://www.shanghairanking.com/institution/north-west-university
Nottingham Trent University,http://www.shanghairanking.com/_uni/logo/0afaf15db.png,http://www.shanghairanking.com/institution/nottingham-trent-university
